Sort,Latitude,Longitude,Sample Sites,Year,,High_Low,DateNote,Slope,WShedArea,DistanceUS,DATE,TIME,D'/W',Depth(ft),Width(ft),XC_Area,W/D,TEMP.,pH,COND.,DO,VEL.,TURB.,TSS,NH3,Hardness,Ca,Mg,Alk,CI,FI,S,Nate,Nite,OP,TP,As,Ba,Cr,Cd,Cu,Fe,Pb,Mn,Hg,Ni,Se,Ag,Na,Zn,E_Coli,Total_Coli,Fecal_Coli,BOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,43.362675,102.3776417,Porcupine Creek II,2008,,H,,,,,7/21/08,10:13am,,,,,,19.3,7.77,601.8,7.14,,47.8,37,nd,135,43,7,,,,,nd,,,,,,,,,,,,,,,,,,194,>2419.6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,43.362675,102.3776417,Porcupine Creek II,2008,,H,,,,,8/18/08,10:30am,,,,,,13.1,7.93,547.7,7.03,,60.6,11,nd,170,54,9,,,,,0.1,,,0.27,,,,,,,,,,,,,,,44,>2419.6,42,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,43.362675,102.3776417,Porcupine Creek II,2008,,H,,,,,9/16/08,2:08pm,,,,,,10.3,7.98,720.5,7.43,,45.3,28,nd,171,55,9,,,,,0.01,,,0.15,,,,,,,,,,,,,,,722,>2419.6,470,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,43.362675,102.3776417,Porcupine Creek II,2008,,L,,,,,10/23/08,,,,,,,,,,,,,nd,nd,188,60,11,,,,,nd,,,0.28,,,,,,,,,,,,,,,49,,32,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,43.50685278,102.48105,Porcupine Creek III,2008,,H,,,,,6/30/08,,,,,,,,8.63,,,,32,39,nd,130,42,6,,,,,nd,,,,,,,,,,,,,,,,,,629,>2419.6,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,43.50685278,102.48105,Porcupine Creek III,2008,,H,,,,,8/18/08,10:45am,,,,,,21.6,8.6,607,11.67,,meter,43,nd,74,25,3,,,,,0.1,,,0.34,,,,,,,,,,,,,,,549,>2419.6,580,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,43.50685278,102.48105,Porcupine Creek III,2008,,L,,,,,9/16/08,11:00am,,,,,,16.2,8.7,712.7,9.96,,meter,13,nd,82,25,5,,,,,nd,,,0.05,,,,,,,,,,,,,,,313,870,270,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,43.50685278,102.48105,Porcupine Creek III,2008,,L,,,,,10/23/08,1:37pm,,,,,,10.2,8.51,761.8,8.21,,46,50,nd,125,42,5,,,,,nd,,,0.18,,,,,,,,,,,,,,,185,,140,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,43.54967778,102.0024083,Potato Creek ,2008,,H,,,,,6/19/08,,,,,,,,8.16,,,,3.5,600,nd,65,25,nd,,,,,nd,,,,,,,,,,,,,,,,,,344,>2419.6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,43.54967778,102.0024083,Potato Creek ,2008,,H,,,,,7/16/08,,,,,,,,,,,,,9,nd,24,10,nd,,,,,nd,,,,,,,,,,,,,,,,,,961,>2419.6,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,43.54967778,102.0024083,Potato Creek ,2008,,H,,,,,8/21/08,11:05am,,,,,,20.6,8.48,604.2,8.58,,48.1,17,nd,33,12,nd,,,,,0.2,,,0.08,,,,,,,,,,,,,,,602,>2419.6,600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,43.54967778,102.0024083,Potato Creek ,2008,,H,,,,,9/9/08,10:35am,,,,,,12.6,8.35,685,8.97,,84.2,6,nd,46,17,nd,,,,,0.2,,,0.08,,,,,,,,,,,,,,,142,>2419.6,120,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,43.54967778,102.0024083,Potato Creek ,2008,,L,,,,,10/6/08,11:50am,,,,,,13.9,8.26,710.7,7.62,,32.9,12,nd,48,18,nd,,,,,nd,,,0.14,,,,,,,,,,,,,,,115,>2419.6,90,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,,White River V,2008,,H,,,,,6/19/08,,,,,,,,8.36,,,,3360,64000,nd,33,12,nd,,,,,0.3,,,,,,,,,,,,,,,,,,>2419.6,>2419.6,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,,White River V,2008,,H,,,,,7/14/08,12:25am,,,,,,22.1,9.2,400.1,7.31,,55.4,2400,nd,16,6,nd,,,,,nd,,,,,,,,,,,,,,,,,,525,>2419.6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,,,White River V,2008,,H,,,,,8/12/08,12:01pm,,,,,,,,,,dry,,19000,nd,38,11,3,,,,,1.4,,,,,,,,,,,,,,,,,,3840,>9678.4,8000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,White River V,2008,,L,,,,,10/8/08,1:17pm,,,,,,17.1,8.45,762.7,12.45,,61.2,180,nd,24,8,nd,,,,,nd,,,2,,,,,,,,,,,,,,,84,>2419.6,140,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,43.04164722,102.3002333,Wounded Knee I,2008,,H,,,,,7/21/08,,,,,,,,,,,,,nd,nd,116,40,4,,,,,0.4,,,,,,,,,,,,,,,,,,629,>2419.6,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,43.04164722,102.3002333,Wounded Knee I,2008,,H,,,,,8/13/08,9:36am,,,,,,13.9,8.05,332.7,9.45,,meter,9,nd,134,47,4,,,,,0.3,,,,,,,,,,,,,,,,,,162,>2419.6,160,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,43.04164722,102.3002333,Wounded Knee I,2008,,H,,,,,9/10/08,9:20am,,,,,,4.6,8.16,385,15.46,,55.6,nd,nd,122,42,4,,,,,0.4,,,0.18,,,,,,,,,,,,,,,132,>2419.6,94,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,43.04164722,102.3002333,Wounded Knee I,2008,,L,,,,,10/23/08,11:15am,,,,,,8.2,7.84,307.3,7.61,,38.5,nd,nd,132,46,4,,,,,0.4,,,0.16,,,,,,,,,,,,,,,50,,20,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,43.14328889,102.3580778,Wounded Knee II,2008,,H,,,,,6/30/08,,,,,,,,7.78,,,,0.74,nd,nd,159,54,6,,,,,nd,,,,,,,,,,,,,,,,,,84,>2419.6,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,43.14328889,102.3580778,Wounded Knee II,2008,,H,,,,,7/21/08,,,,,,,,,,,dry,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,43.14328889,102.3580778,Wounded Knee II,2008,,H,,,,,8/13/08,10:07am,,,,,,18.0,7.81,332.8,6.02,,meter,10,nd,130,44,5,,,,,nd,,,,,,,,,,,,,,,,,,68,>2419.6,180,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,43.14328889,102.3580778,Wounded Knee II,2008,,L,,,,,10/23/08,11:45am,,,,,,8.1,8.14,375.7,7.59,,37.1,nd,nd,151,51,6,,,,,nd,,,0.18,,,,,,,,,,,,,,,28,,24,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,43.285325,102.4796861,Wounded Knee III,2008,,H,,,,,6/30/08,,,,,,,,8.19,,,,7.2,13,nd,188,64,7,,,,,nd,,,,,,,,,,,,,,,,,,91,>2419.6,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,43.285325,102.4796861,Wounded Knee III,2008,,H,,,,,7/22/08,,,,,,,,,,,,,39,nd,168,57,6,,,,,0.2,,,,,,,,,,,,,,,,,,525,>2419.6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,43.285325,102.4796861,Wounded Knee III,2008,,H,,,,,8/13/08,10:37am,,,,,,19.2,8.29,503.1,7.82,,78.2,24,nd,171,59,7,,,,,nd,,,,,,,,,,,,,,,,,,378,>2419.6,450,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,43.285325,102.4796861,Wounded Knee III,2008,,H,,,,,9/10/08,10:05am,,,,,,14.1,8.44,510.4,8.25,,64.7,15,nd,170,55,8,,,,,nd,,,0.05,,,,,,,,,,,,,,,313,>2419.6,240,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,43.285325,102.4796861,Wounded Knee III,2008,,L,,,,,10/23/08,12:54pm,,,,,,8.9,7.98,510.6,7.8,,37.6,nd,nd,188,63,8,,,,,nd,,,0.14,,,,,,,,,,,,,,,178,,250,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,43.43606111,102.54595,Wounded Knee IV,2008,,H,,,,,6/30/08,,,,,,,,8.06,,,,60,100,nd,188,63,7,,,,,nd,,,,,,,,,,,,,,,,,,249,>2419.6,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,43.43606111,102.54595,Wounded Knee IV,2008,,H,,,,,7/22/08,,,,,,,,,,,,,260,nd,77,27,2,,,,,0.3,,,,,,,,,,,,,,,,,,961,>2419.6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,43.43606111,102.54595,Wounded Knee IV,2008,,H,,,,,8/13/08,11:06am,,,,,,18.9,8.1,512.4,7.57,,meter,120,nd,99,35,3,,,,,0.6,,,,,,,,,,,,,,,,,,870,>2419.6,1100,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,43.43606111,102.54595,Wounded Knee IV,2008,,H,,,,,9/3/08,,,,,,,,,,,dry,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,43.43606111,102.54595,Wounded Knee IV,2008,,L,,,,,10/23/08,1:14pm,,,,,,9.5,8.12,637.2,6.92,,66,31,nd,205,66,8,,,,,nd,,,0.22,,,,,,,,,,,,,,,361,,350,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,43.02409167,102.479025,Wolf Creek I,2009,,H,,,,,5/18/09,9:20am,,,,,,13.6,7.86,440.1,9.44,,41.6,nd,nd,190,61,8,,,,,nd,,,0.08,,,,,,,,,,,,,,,73,689,40,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,43.02409167,102.479025,Wolf Creek I,2009,,H,,,,,6/8/09,9:20am,,,,,,13.1,7.64,450.1,8.67,,42.7,nd,nd,190,62,8,,,,,0.2,,,0.06,,,,,,,,,,,,,,,155,914,78,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,43.02409167,102.479025,Wolf Creek I,2009,,H,,,,,7/15/09,9:15am,,,,,,13.7,7.54,438.6,9.37,,14.8,12,nd,190,63,8,,,,,0.2,,,0.1,,,,,,,,,,,,,,,756,>2419.6,1100,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,43.02409167,102.479025,Wolf Creek I,2009,,H,,,,,8/13/09,8:50am,,,,,,7.8,7.95,530.8,8.01,,22.1,8,nd,180,62,7,,,,,nd,,,0.1,,,,,,,,,,,,,,,192,>2419.6,220,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,43.02409167,102.479025,Wolf Creek I,2009,,H,,,,,9/23/09,10:45am,,,,,,12.2,8.34,395.9,8.29,,5.2,7,nd,180,60,8,,,,,nd,,,0.1,,,,,,,,,,,,,,,104,>2419.6,140,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,42.987625,102.5588861,White Clay Creek I,2009,,H,,,,,5/18/09,10:05am,,,,,,13.9,7.96,481.4,9.25,,34.2,10,nd,180,58,9,,,,,0.2,,,0.04,,,,,,,,,,,,,,,107,870,92,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,42.987625,102.5588861,White Clay Creek I,2009,,H,,,,,6/11/09,10:15am,,,,,,14.0,7.56,460.2,8.57,,33.5,28,nd,220,69,10,,,,,0.7,,,0.11,,,,,,,,,,,,,,,416,>2419.6,420,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,42.987625,102.5588861,White Clay Creek I,2009,,H,,,,,7/16/09,9:30am,,,,,,13.7,7.02,468.5,8.25,,23,75,nd,210,68,9,,,,,0.5,,,0.12,,,,,,,,,,,,,,,281,>2419.6,280,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,42.987625,102.5588861,White Clay Creek I,2009,,H,,,,,8/17/09,9:00am,,,,,,14.4,8.02,471,8.47,,44.4,130,nd,190,63,9,,,,,0.7,,,0.14,,,,,,,,,,,,,,,575,>2419.6,1200,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,42.987625,102.5588861,White Clay Creek I,2009,,H,,,,,9/3/09,9:00am,,,,,,13.9,7.54,492.3,8.02,,30.1,71,nd,200,64,9,,,,,0.6,,,0.12,,,,,,,,,,,,,,,299,>2419.6,410,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,43.09414167,102.6024917,White Clay Creek II,2009,,H,,,,,5/18/09,10:57am,,,,,,15.6,8.03,537.7,8.79,,36.1,23,nd,200,64,11,,,,,nd,,,0.05,,,,,,,,,,,,,,,43,870,60,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,43.09414167,102.6024917,White Clay Creek II,2009,,H,,,,,6/11/09,10:40am,,,,,,15.0,7.93,476.8,8.34,,36,39,nd,190,58,11,,,,,0.2,,,0.09,,,,,,,,,,,,,,,73,>2419.6,92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,43.09414167,102.6024917,White Clay Creek II,2009,,H,,,,,7/16/09,10:05am,,,,,,15.4,7.94,484.3,8.65,,60.9,170,nd,160,49,9,,,,,0.5,,,0.24,,,,,,,,,,,,,,,206,>2419.6,220,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,43.09414167,102.6024917,White Clay Creek II,2009,,H,,,,,8/17/09,9:25am,,,,,,14.6,8.08,408.8,8.65,,53.3,100,nd,140,40,9,,,,,0.3,,,0.14,,,,,,,,,,,,,,,501,>2419.6,1100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,43.09414167,102.6024917,White Clay Creek II,2009,,H,,,,,9/3/09,9:45am,,,,,,15.6,8.01,502.7,7.54,,35,56,nd,150,45,10,,,,,0.1,,,0.13,,,,,,,,,,,,,,,172,>2419.6,220,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,43.20444167,102.7979972,White Clay Creek III,2009,,H,,,,,5/18/09,9:30am,,,,,,16.0,7.87,520.3,7.46,,50.2,nd,,380,111,24,,,,,,,,0.08,,,,,,,,,,,,,,,961,>2419.6,480,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,43.20444167,102.7979972,White Clay Creek III,2009,,H,,,,,6/11/09,11:20am,,,,,,15.4,8.02,360.7,7.38,,52,nd,,370,108,25,,,,,,,,0.13,,,,,,,,,,,,,,,152,914,120,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,43.20444167,102.7979972,White Clay Creek III,2009,,H,,,,,7/16/09,10:40am,,,,,,16.1,7.93,504.2,7.54,,39.3,31,,210,64,13,,,,,,,,0.8,,,,,,,,,,,,,,,153,>2419.6,200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,43.05652778,102.9022361,Cheyenne River I,2009,,H,,,,,5/19/09,10:50am,,,,,,18.8,8.03,269,9.63,,error,160,nd,1000,266,82,,,,,nd,,,0.07,,,,,,,,,,,,,,,43,914,90,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,43.05652778,102.9022361,Cheyenne River I,2009,,H,,,,,6/8/09,11:20am,,,,,,19.4,8.01,363.4,9.54,,56,110,nd,1100,287,88,,,,,0.2,,,0.05,,,,,,,,,,,,,,,92,>2419.6,92,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,43.05652778,102.9022361,Cheyenne River I,2009,,H,,,,,7/15/09,11:10am,,,,,,18.7,8.03,537.6,9.34,,127,350,nd,1000,267,81,,,,,nd,,,0.19,,,,,,,,,,,,,,,299,>2419.6,550,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,43.05652778,102.9022361,Cheyenne River I,2009,,H,,,,,8/13/09,11:00am,,,,,,17.6,8.06,276.6,6.62,,27.8,77,nd,1100,294,87,,,,,nd,,,0.03,,,,,,,,,,,,,,,135,>2419.6,360,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,43.05652778,102.9022361,Cheyenne River I,2009,,H,,,,,9/23/09,1:04pm,,,,,,14.6,8.1,274.2,8.05,,11,47,nd,1100,285,98,,,,,0.1,,,0.03,,,,,,,,,,,,,,,68,961,70,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,43.38405556,102.8292361,Cheyenne River II,2009,,H,,,,,5/19/09,10:06am,,,,,,18.6,8.02,269.6,10.31,,error,120,nd,980,259,81,,,,,nd,,,0.06,,,,,,,,,,,,,,,62,914,56,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,43.38405556,102.8292361,Cheyenne River II,2009,,H,,,,,6/8/09,10:45am,,,,,,18.9,7.92,330.1,9.87,,54.2,87,nd,1100,282,86,,,,,0.2,,,0.05,,,,,,,,,,,,,,,96,>2419.6,86,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,43.38405556,102.8292361,Cheyenne River II,2009,,H,,,,,7/15/09,10:45am,,,,,,18.9,8.02,528.6,9.27,,139,400,nd,1000,276,82,,,,,nd,,,0.24,,,,,,,,,,,,,,,457,>2419.6,1100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,43.38405556,102.8292361,Cheyenne River II,2009,,H,,,,,8/13/09,10:30am,,,,,,15.4,8.11,330.5,7.11,,33.6,73,nd,1100,293,87,,,,,nd,,,0.05,,,,,,,,,,,,,,,222,>2419.6,350,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,43.38405556,102.8292361,Cheyenne River II,2009,,H,,,,,9/23/09,12:45pm,,,,,,14.8,8.15,273.9,7.54,,9.7,47,nd,1100,277,93,,,,,nd,,,0.03,,,,,,,,,,,,,,,142,>2419.6,96,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,43.46191389,101.4385028,Buzzard Creek I,2009,,H,,,,,5/21/09,8:37am,,,,,,15.3,8.06,5850,5.85,,46.2,10,nd,230,77,10,,,,,nd,,,0.42,,,,,,,,,,,,,,,479,>2419.6,370,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,43.46191389,101.4385028,Buzzard Creek I,2009,,H,,,,,6/29/09,10:35am,,,,,,15.7,8.02,678.2,6.02,,20.8,11,nd,210,69,9,,,,,0.2,,,0.6,,,,,,,,,,,,,,,>2419.6,>2419.6,1900,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,43.46191389,101.4385028,Buzzard Creek I,2009,,H,,,,,7/23/09,7:48am,,,,,,13.8,7.89,684.3,5.9,,34.5,10,nd,210,67,9,,,,,0.2,,,0.45,,,,,,,,,,,,,,,361,>2419.6,270,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,43.46191389,101.4385028,Buzzard Creek I,2009,,H,,,,,8/19/09,8:25am,,,,,,16.1,7.89,565.6,8.3,,23.2,7,nd,170,58,7,,,,,0.2,,,0.35,,,,,,,,,,,,,,,457,>2419.6,590,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,43.46191389,101.4385028,Buzzard Creek I,2009,,H,,,,,9/17/09,7:34am,,,,,,13.9,7.04,570.9,7.45,,12,14,nd,250,83,10,,,,,nd,,,0.9,,,,,,,,,,,,,,,397,>2419.6,500,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,43.35099722,101.3930389,Pass Creek I,2009,,H,,,,,5/20/09,10:30am,,,,,,14.3,8.1,559.6,8.04,,31.8,20,nd,180,59,7,,,,,0.2,,,0.23,,,,,,,,,,,,,,,575,>2419.6,300,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,43.35099722,101.3930389,Pass Creek I,2009,,H,,,,,6/22/09,10:39am,,,,,,14.4,8.07,482.8,7.48,,32.2,82,nd,170,58,7,,,,,0.4,,,0.3,,,,,,,,,,,,,,,957,>4839.2,990,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,43.35099722,101.3930389,Pass Creek I,2009,,H,,,,,7/21/09,9:45am,,,,,,14.6,8.02,498.7,8.02,,19.3,52,nd,160,51,7,,,,,0.5,,,0.26,,,,,,,,,,,,,,,830,>2419.6,830,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,43.35099722,101.3930389,Pass Creek I,2009,,H,,,,,8/18/09,10:52am,,,,,,10.8,8.13,529.6,8.43,,17.6,32,nd,160,52,7,,,,,0.4,,,0.2,,,,,,,,,,,,,,,629,>2419.6,700,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,43.35099722,101.3930389,Pass Creek I,2009,,H,,,,,9/2/09,8:05am,,,,,,16.3,8.15,460.7,5.94,,8.5,14,nd,150,51,5,,,,,0.17,,,0.092,,,,,,,,,,,,,,,629,>2419.6,820,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,43.55146667,101.4113139,Pass Creek II,2009,,H,,,,,5/21/09,9:30am,,,,,,17.0,8.23,646.3,4.58,,56.6,24,nd,190,53,5,,,,,nd,,,0.23,,,,,,,,,,,,,,,870,>2419.6,670,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,43.55146667,101.4113139,Pass Creek II,2009,,H,,,,,6/29/09,11:10am,,,,,,17.6,7.84,650.2,4.47,,34.7,15,nd,120,42,5,,,,,0.2,,,0.21,,,,,,,,,,,,,,,260,>2419.6,260,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,43.55146667,101.4113139,Pass Creek II,2009,,H,,,,,7/23/09,8:46am,,,,,,17.2,8.26,636,4.68,,57,62,nd,130,44,5,,,,,0.3,,,0.35,,,,,,,,,,,,,,,328,>2419.6,260,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,43.55146667,101.4113139,Pass Creek II,2009,,H,,,,,8/19/09,9:05am,,,,,,15.4,8.19,527.2,7.85,,55.9,100,nd,110,38,4,,,,,0.2,,,0.29,,,,,,,,,,,,,,,689,>2419.6,1000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,43.55146667,101.4113139,Pass Creek II,2009,,H,,,,,9/17/09,7:34am,,,,,,14.8,8.02,530.9,7.65,,20,16,nd,110,38,3,,,,,nd,,,0.12,,,,,,,,,,,,,,,689,>2419.6,1000,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,43.74068333,101.4692472,Pass Creek III,2009,,H,,,,,5/21/09,10:33am,,,,,,18.2,8.48,719.3,3.77,,68.9,37,nd,140,50,5,,,,,nd,,,0.16,,,,,,,,,,,,,,,124,756,86,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,43.74068333,101.4692472,Pass Creek III,2009,,H,,,,,6/29/09,11:50am,,,,,,19.1,8.24,676.3,5.42,,41,29,nd,130,43,5,,,,,nd,,,0.18,,,,,,,,,,,,,,,525,>2419.6,370,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,43.74068333,101.4692472,Pass Creek III,2009,,H,,,,,7/23/09,9:48am,,,,,,18.3,8.42,694.8,4.02,,66,49,nd,130,43,5,,,,,nd,,,0.28,,,,,,,,,,,,,,,344,>2419.6,390,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,43.74068333,101.4692472,Pass Creek III,2009,,H,,,,,8/19/09,9:55am,,,,,,17.3,8.33,533.4,7.29,,error,230,nd,90,32,2,,,,,0.2,,,0.35,,,,,,,,,,,,,,,549,>2419.6,650,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,43.74068333,101.4692472,Pass Creek III,2009,,H,,,,,9/17/09,9:37am,,,,,,16.6,8.34,602.3,7.02,,18.2,12,nd,85,28,3,,,,,nd,,,0.06,,,,,,,,,,,,,,,231,>2419.6,320,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
